"Id","Name","Direction","Language"
"1","Дебит","bg"
"2","Кредит","bg"
"3","Фактура","bg"
"1","Debit","de"
"2","Kredit","de"
"3","Rechnung","de"
"1","Débit","fr"
"2","Crédit","fr"
"3","Facture","fr"
